A1BG ANXA7
A2M ANXA6
A2M ATF7IP
A2M CDK2AP2
A2M CTSB
A2M H2AFX
A2M HMOX2
A2M MYOC
A2M PDGFB
A2M SEPT8
A2M TGFBI
A2M TK1
AAMP MAP1LC3B
AASDHPPT MDFI
AATF RB1
ABCA1 CSNK2A1
ABCA1 FADD
ABCA1 LMO7
ABCA1 MPP6
ABCA1 RAPGEF6
ABCA1 TIAM1
ABCB1 HAX1
ABCC2 RDX
ABCC9 STX1A
ABCF3 HIRIP3
ABI1 EPS8
ABI1 EPS8L1
ABI1 HSPA8
ABI1 NCK2
ABI1 NIN
ABI1 PAK2
ABI1 SOS1
ABI1 SOS2
ABI1 WASF1
ABI2 PCM1
ABI3 KIAA0408
ABL1 ABI2
ABL1 ATM
ABL1 BCR
ABL1 CASP9
ABL1 CAV1
ABL1 CDK5
ABL1 CRK
ABL1 CTNND2
ABL1 DDB1
ABL1 GPX1
ABL1 MAP4K5
ABL1 MAPT
ABL1 NEDD9
ABL1 PAK2
ABL1 POLR2A
ABL1 PRKD1
ABL1 PRKDC
ABL1 PTPN12
ABL1 RAD51
ABL1 RAD52
ABL1 RAN
ABL1 RB1
ABL1 SFN
ABL1 SORBS1
ABL1 SORBS2
ABL1 SOS2
ABL1 ST5
ABL1 WASF1
ABL1 XRCC6
ABL1 YTHDC1
ABL1 YWHAE
ABL2 ABL1
ABL2 CRK
ABL2 SORBS2
ABR PIP5K1C
ACACA ATXN1
ACACA CSNK2A1
ACAP1 IFFO1
ACD USP7
ACIN1 ABCF3
ACIN1 KLHL26
ACIN1 YWHAG
ACP1 CTNNB1
ACP1 FABP4
ACP1 SPTAN1
ACTA1 CFL1
ACTA1 CNN1
ACTA1 MYLK
ACTA1 PFN1
ACTA1 S100A4
ACTA1 TPM3
ACTA1 VASP
ACTA1 VCL
ACTA2 CCT4
ACTA2 CCT5
ACTB CCT2
ACTB CDK5R2
ACTB CFL1
ACTB CORO1A
ACTB CPNE1
ACTB CPNE2
ACTB CSNK1A1
ACTB EMD
ACTB FHL3
ACTB H2AFX
ACTB HNRNPAB
ACTB LASP1
ACTB LMNA
ACTB MYO18B
ACTB NEBL
ACTB PDLIM5
ACTB POLR2A
ACTB RCC1
ACTB TK1
ACTB TNNI2
ACTB TPM1
ACTB TPM2
ACTB VSNL1
ACTC1 FSCN1
ACTC1 MYLK
ACTG1 ACTB
ACTG1 ATF7IP
ACTG1 CFL1
ACTG1 DYNLL1
ACTG1 FHOD1
ACTG1 GSN
ACTG1 LSP1
ACTG1 PDPK1
ACTG1 PFN2
ACTG1 PIP4K2C
ACTG1 PPP1R9A
ACTG1 RPS6KA5
ACTG1 VASP
ACTG1 WASF1
ACTL6A TRRAP
ACTN1 CDK5
ACTN1 COIL
ACTN1 CSRP1
ACTN1 FBP1
ACTN1 LPP
ACTN1 PDLIM1
ACTN1 PDLIM5
ACTN1 ZYX
ACTN2 NRIP1
ACTN4 ACTN3
ACTN4 MYOZ1
ACTR1B CHD3
ACTR1B DCTN1
ACTR2 ACTR3
ACTR2 ARPC1B
ACTR2 ARPC4
ACTR2 ARPC5
ACTR2 IQGAP2
ACTR2 WASF2
ACTR3 CDC42
ACTR3 CDH1
ACTR3 WASF3
ACVR1 AP2B1
ACVR1 CHN1
ACVR1 FBXO30
ACVR1 FGD6
ACVR1 FKBP4
ACVR1 NRAS
ACVR1 RAB25
ACVR1 RAB33B
ACVR1 RAB3B
ACVR1 RAP2A
ACVR1 RASL12
ACVR1 RHEBL1
ACVR1 RHOJ
ACVR1 RPS27A
ACVR1 RRAS2
ACVR1 SOCS6
ACVR1 STX8
ACVR1 UBA52
ACVR1 UBE2E3
ACVR1B ACVR1
ACVR1B INHBC
ACVR1B SNX1
ACVR1B SNX2
ACVR1B TGFBRAP1
ACVR1C INHBB
ACVR1C TDGF1
ACVR2A BMP6
ACVR2A BMP7
ACVR2B ACVR1B
ACVR2B GDF5
ACVR2B INHBC
ACVR2B MSTN
ACVR2B SNX1
ACVR2B SNX2
ACVR2B SNX6
ACVR2B SYNJ2BP
ACVR2B TGFBRAP1
ACVRL1 ACVR2A
ACVRL1 TGFB1
ACVRL1 TGFB3
ACVRL1 TGFBR2
ADA GRB2
ADAM10 SH3D19
ADAM17 MAD2L1
ADAM17 NOTCH1
ADAM17 PTPN3
ADAM17 SH3D19
ADAM17 TGFA
ADAM17 TNF
ADAM17 TNFSF11
ADAM19 NRG1
ADAM19 TNFSF11
ADAM9 MAD2L2
ADAM9 SH3D19
ADAM9 SH3GLB1
ADAM9 SNX9
ADAMTS1 A2M
ADAMTS10 ANXA7
ADAMTS10 TK1
ADAMTS4 FN1
ADAMTSL4 FHL3
ADCY6 ATXN1
ADCYAP1 MME
ADCYAP1R1 ADCYAP1
ADCYAP1R1 CALM1
ADD1 TK1
ADD2 PRKCD
ADIPOR1 APPL1
ADM EDN1
ADM MME
ADORA1 GNAZ
ADORA2A ADA
ADORA2B ADA
ADORA2B SLC9A3R2
ADRA1A ABR
ADRA1A ADRA1B
ADRA1A FLNC
ADRA1A RGS2
ADRA1D ADRA1A
ADRA1D FLNC
ADRA1D SNTA1
ADRA2A GNAI2
ADRA2A YWHAZ
ADRA2C GNAO1
ADRB1 ADRA2A
ADRB1 DLG4
ADRB1 DLGAP2
ADRB1 GRB2
ADRB2 AKAP12
ADRB2 ARRB1
ADRB2 GNA11
ADRB2 GPRASP1
ADRB2 GRK5
ADRB2 SRC
ADRB3 ADRB2
ADRBK1 ARRB1
ADRBK1 GIT1
ADRBK1 MAPK3
ADRBK1 PDCL
ADRBK1 PDE6G
ADRBK1 PRKCB
ADRBK1 RPLP2
ADRBK1 SRC
AES GTF2E1
AFAP1 PRKCB
AFAP1 PRKCD
AFAP1 PRKCE
AFAP1L2 ATXN1L
AFF1 MLLT3
AFF1 SIAH2
AFF4 CCNT1
AFF4 MLLT1
AFP SGSM2
AFTPH UBE3A
AGAP1 SMN1
AGAP1 TK1
AGAP2 HOMER2
AGFG1 EPS15
AGFG1 PIP4K2A
AGFG1 PKIA
AGFG1 XPO1
AGGF1 CCDC85B
AGR2 CCDC90B
AGTR1 ADRBK2
AGTR1 ARRB1
AGTR1 DNAJC14
AHNAK CDKN2A
AHR ARNT
AHR ARNTL
AHR CCNT1
AHR EP300
AHR NCOA1
AHR NCOA2
AHR NR2F1
AHR RB1
AHR SMARCA4
AIF1 LCP1
AIP TOMM20
AK5 RNF114
AKAP1 PRKAR2A
AKAP1 PRKAR2B
AKAP10 P4HB
AKAP10 PRKAR1A
AKAP10 PRKAR2A
AKAP10 PRKAR2B
AKAP10 VASP
AKAP11 GSK3B
AKAP11 PRKAR2B
AKAP12 FHL1
AKAP12 PRKAR2A
AKAP13 CTNNAL1
AKAP13 PRKAR2A
AKAP13 YWHAB
AKAP13 YWHAG
AKAP2 PRKAR2B
AKAP5 IQGAP1
AKAP5 PRKAR2A
AKAP5 PRKAR2B
AKAP8 AES
AKAP8 TRIOBP
AKAP8L DHX9
AKAP8L KPNB1
AKAP8L LBR
AKAP8L PRPF40A
AKAP9 PKN1
AKAP9 PPP2R3A
AKAP9 TACC3
AKAP9 TRIP10
AKT1 AKT1S1
AKT1 BAD
AKT1 CAMKK1
AKT1 CASP9
AKT1 CHEK1
AKT1 CHUK
AKT1 DCTN1
AKT1 LCP1
AKT1 MAP3K11
AKT1 PFKFB2
AKT1 PKN2
AKT1 PRKDC
AKT1 RAB3D
AKT1 TRIB3
AKT1 TSC2
AKT1 WNK1
AKT1 YAP1
AKT1S1 TCEA2
AKT1S1 YWHAG
AKT2 AKT1S1
AKT2 HSP90AA1
AKT2 TSC2
AKT3 PDPK1
ALB TK1
ALB YWHAG
ALDH2 IGSF21
ALDOA DYNLL1
ALDOA XRN1
ALG13 ATXN1L
ALK JAK3
ALK PLCG1
ALK PTN
ALK PTPRZ1
ALOX12 LMNA
ALOX5 ACTB
ALS2CR11 CCDC85B
ALS2CR11 SSSCA1
AMBP ALB
AMFR GPI
AMFR TOM1L1
AMH EGFR
AMOTL2 KRT15
AMOTL2 MAGOHB
AMPH CDK5
AMPH DNM1
ANAPC10 CDC27
ANAPC7 AKAP1
ANGPT1 ANGPT2
ANGPT2 CDKN1A
ANGPT2 CSNK2B
ANGPTL1 TEK
ANK1 SLC4A1
ANK2 SPTBN1
ANK3 HOOK1
ANK3 SCN2A
ANKRD11 HDAC4
ANKRD11 HDAC5
ANKS1A YWHAG
ANKS1B LRP2
ANKZF1 AURKB
ANP32A SET
