1,3,29,4,7,6,2,8,12,93,59,91,97,9,42,27,70,89,11,15,84,95,34,44,39,43,92,24,31,63,28,100,45,62,86,54,69,99,16,22,47,26,38,65,64,20,5,94,50,57,35,78,17,25,19,53,81,67,41,33,23,56,32,48,72,74,14,10,66,60,21,52,37,61,46,18,75,73,98,36,96,83,68,79,77,58,30,90,80,13,55,51,88,71,76,85,82,40,49,87,1,3
52,65,16,51,26,17,57,40,56,36,54,61,55,53,67,59,13,19,70,87,63,46,88,78,62,39,15,69,82,95,27,12,68,47,93,34,91,97,60,42,5,21,74,11,76,31,44,14,43,66,45,28,92,24,100,86,89,99,22,79,20,38,94,50,35,30,23,25,41,72,29,64,32,33,3,84,48,73,85,18,81,6,10,71,2,8,77,98,96,83,7,90,37,4,58,80,75,9,49,1,52,65
52,56,16,21,77,51,26,17,76,57,79,40,54,61,55,53,95,59,78,13,19,70,81,87,15,69,82,27,12,36,93,91,88,97,42,5,60,34,11,84,44,46,31,74,39,14,43,66,45,28,68,92,89,24,100,86,99,22,38,64,20,94,50,35,65,6,25,23,63,41,72,47,29,32,33,3,48,73,85,18,10,62,58,71,2,8,98,96,83,7,90,37,30,75,9,4,67,80,49,1,52,56
45,64,90,91,10,65,56,87,67,89,63,46,88,36,78,62,39,70,82,95,6,20,15,59,47,93,97,34,42,5,74,27,68,71,76,44,60,12,43,57,66,92,28,24,100,26,86,99,16,22,79,38,54,94,50,53,35,52,30,72,25,61,13,41,23,19,17,33,85,29,32,3,40,84,48,81,11,73,31,37,55,58,2,8,77,75,98,96,83,7,4,51,69,80,14,9,18,1,49,21,45,64
38,46,21,48,51,26,44,53,39,57,40,56,54,61,55,24,52,43,42,4,67,47,19,59,87,14,25,15,18,88,36,13,64,78,70,82,95,27,12,11,74,65,93,91,97,60,5,68,45,33,73,6,76,84,62,69,34,9,41,92,31,100,86,99,17,16,22,66,79,20,89,75,94,50,35,32,29,3,72,85,81,63,90,10,28,2,8,77,98,96,83,7,23,37,58,30,80,71,49,1,38,46
33,64,11,23,65,6,39,70,10,89,15,93,59,91,97,42,5,27,12,95,34,44,84,43,66,71,92,24,63,28,100,45,62,86,99,16,22,47,26,38,20,94,50,57,35,78,17,54,25,19,53,67,81,41,56,29,85,32,3,72,48,74,14,60,21,52,37,69,61,46,18,2,75,58,73,8,98,36,96,83,7,68,79,77,30,4,90,13,55,80,51,9,88,31,76,82,40,1,49,87,33,64
13,46,16,21,17,4,19,6,12,74,93,59,91,97,42,5,27,70,89,15,11,34,95,84,44,39,62,14,43,45,28,92,31,24,100,86,54,47,69,99,22,26,38,65,64,20,94,50,57,35,78,25,67,53,23,81,41,29,32,33,3,56,48,73,72,85,18,10,66,60,63,52,37,61,2,68,8,98,96,83,7,90,58,30,77,79,80,36,75,55,87,76,51,71,9,40,82,88,49,1,13,46
64,65,10,70,6,39,11,15,93,59,91,97,42,5,27,95,34,31,44,84,12,43,69,66,92,24,63,54,28,100,45,62,86,89,99,16,22,47,26,38,20,94,50,57,35,78,17,25,81,19,53,67,33,72,41,23,56,29,32,3,48,85,74,14,60,21,52,37,71,61,46,18,75,2,73,8,98,36,96,83,7,68,79,77,30,4,90,58,80,13,55,51,9,88,76,82,40,49,1,87,64,65
56,100,77,76,79,52,95,19,78,14,67,18,81,64,13,87,70,53,82,21,39,40,12,68,36,11,37,65,55,93,91,88,97,42,5,33,73,84,44,57,46,74,69,43,89,92,31,24,61,86,34,60,66,99,17,16,22,38,20,75,94,50,35,25,27,63,32,41,47,29,3,48,85,72,15,6,10,62,58,2,8,26,23,98,28,96,83,7,54,45,59,30,90,80,9,71,4,49,1,51,56,100
56,92,77,76,93,87,79,52,95,19,78,14,18,88,81,64,13,70,53,82,21,39,47,40,12,85,11,65,55,91,42,97,5,36,67,33,73,84,44,57,46,74,69,43,89,68,31,24,61,100,86,60,66,99,17,16,22,38,20,75,94,50,25,35,34,27,63,32,29,41,3,48,72,15,6,10,37,62,58,2,8,26,23,98,28,96,83,7,54,45,59,30,90,80,9,71,4,49,1,51,56,92
56,76,77,79,52,95,19,78,14,81,18,64,13,87,53,70,39,82,21,40,12,11,65,55,93,91,88,97,42,5,36,33,67,73,57,84,44,46,74,69,43,89,68,92,24,31,61,100,86,60,66,17,99,16,22,38,20,75,94,50,35,34,25,27,63,32,47,41,6,29,3,48,85,72,15,10,37,62,58,23,2,8,26,98,54,96,83,7,59,28,30,45,90,80,9,71,4,49,1,51,56,76
52,100,16,51,26,17,57,40,56,36,54,61,55,53,67,59,13,19,70,87,63,46,88,78,62,15,69,82,95,27,12,68,47,93,34,91,97,60,42,5,21,74,11,76,44,31,39,14,43,66,45,28,92,89,24,86,99,22,79,20,38,64,94,50,35,65,6,30,23,25,41,72,29,32,33,3,84,48,73,85,18,81,10,71,2,8,77,98,96,83,7,90,4,37,58,80,75,9,49,1,52,100
52,64,16,51,26,17,10,23,65,57,40,56,36,54,61,55,53,6,67,59,13,19,70,87,63,46,88,78,62,39,69,15,11,82,95,27,68,47,93,34,91,97,60,42,5,21,89,74,76,44,12,14,43,66,45,28,92,24,100,31,86,99,22,79,20,38,94,50,35,30,25,41,29,32,3,33,84,48,73,85,72,18,81,2,8,77,98,96,83,7,90,37,4,58,75,80,9,71,1,49,52,64
46,52,16,21,51,26,17,57,40,56,36,54,61,55,53,4,67,59,13,19,70,87,88,78,6,15,69,82,95,27,12,68,74,47,93,34,91,97,60,42,5,11,76,84,44,62,31,39,14,43,66,45,28,92,89,24,100,86,99,22,79,38,64,20,94,50,35,65,25,23,72,41,29,32,33,3,48,73,85,18,81,10,63,71,2,8,77,98,96,83,7,90,37,30,58,80,75,9,49,1,46,52
38,64,48,51,26,46,44,10,53,23,20,39,6,57,40,56,54,61,55,24,52,43,42,41,67,47,19,59,87,14,62,18,65,88,70,36,13,63,78,11,82,95,30,27,15,25,93,91,97,60,5,74,68,45,33,73,76,69,34,9,12,66,92,31,100,86,99,17,16,22,79,89,75,94,50,35,84,32,29,3,72,85,81,90,28,2,8,77,98,96,83,7,4,37,58,80,71,1,49,21,38,64
33,45,90,91,56,87,67,63,46,88,36,6,78,62,39,89,82,10,95,11,20,59,47,93,23,97,34,42,5,74,27,68,12,54,76,44,60,43,57,92,28,24,70,100,26,31,86,99,16,22,79,38,69,65,64,94,50,53,35,52,30,61,25,13,41,19,15,17,29,32,3,40,84,48,85,66,72,81,73,37,55,2,8,77,75,98,96,83,7,4,58,80,51,14,9,18,1,49,71,21,33,45
31,52,16,51,26,17,64,57,40,56,36,54,61,55,53,67,59,6,13,19,70,87,63,46,72,88,11,65,78,62,15,39,82,95,71,27,68,69,47,12,93,89,34,91,97,60,5,42,21,74,58,76,44,10,14,43,66,45,28,92,24,100,86,99,22,23,20,38,79,94,50,35,30,41,25,29,32,33,3,84,48,73,81,18,2,8,77,98,96,83,7,90,37,4,75,80,9,85,49,1,31,52
