"Name","K","Kin","Kout","TypeI","TypeII"
"KHDRBS1",34,29,5,0,1
"KRT18",26,20,6,0,1
"UBE2L3",15,13,2,0,1
"TRIM24",48,40,8,0,1
"TAF4",39,34,5,0,1
"MCM10",36,28,8,0,1
"CCR5",42,32,10,0,1
"MMP1",15,12,3,0,1
"MMP3",12,9,3,0,1
"CXCL13",8,6,2,0,1
"CCR1",11,9,2,0,1
"VCAN",69,59,10,0,1
"CCL21",7,4,3,0,1
"CTSD",19,14,5,0,1
"DPP4",17,10,7,0,1
"CCR3",12,5,7,0,1
"IL8",22,21,1,0,1
"CCNB1",94,82,12,0,1
"CDC25C",14,9,5,0,1
"GADD45G",30,20,10,0,1
"DVL3",57,55,2,0,1
"CDK9",55,45,10,0,1
"JAK1",72,46,26,0,1
"JAK2",60,31,29,0,1
"CD4",37,26,11,0,1
"CXCR4",26,16,10,0,1
"PTK2B",36,20,16,0,1
"SOD1",11,10,1,0,1
"RAP1B",59,58,1,0,1
"ITGB2",27,9,18,0,1
"ITGA3",52,49,3,0,1
"ITGA6",40,32,8,0,1
"ITGB1",82,56,26,0,1
"CD22",10,7,3,0,1
"CD79A",12,7,5,0,1
"CD79B",9,5,4,0,1
"FYN",146,98,48,0,1
"CD2",11,7,4,0,1
"PSTPIP1",11,10,1,0,1
"LCP2",25,17,8,0,1
"CD244",10,8,2,0,1
"LAT",19,10,9,0,1
"CD247",19,6,13,0,1
"CSK",37,30,7,0,1
"TRAF2",81,18,63,0,1
"TRAF3",49,42,7,0,1
"CD28",35,23,12,0,1
"GRAP2",48,40,8,0,1
"PIK3CG",23,21,2,0,1
"CD3E",16,12,4,0,1
"IL16",17,12,5,0,1
"GNAI1",43,31,12,0,1
"PTK2",59,37,22,0,1
"SIRPA",43,40,3,0,1
"UBQLN1",49,41,8,0,1
"CD48",13,9,4,0,1
"IL2",8,7,1,0,1
"SDCBP",49,43,6,0,1
"CD72",5,4,1,0,1
"CTLA4",9,8,1,0,1
"CD82",18,9,9,0,1
"MELK",64,63,1,0,1
"SAFB",22,16,6,0,1
"ITSN1",59,51,8,0,1
"STAU1",45,38,7,0,1
"TNK2",33,32,1,0,1
"CTDSP1",30,28,2,0,1
"CDH2",39,35,4,0,1
"CDK5RAP2",8,6,2,0,1
"HTATSF1",9,7,2,0,1
"PAX6",37,32,5,0,1
"GATA2",269,23,246,0,1
"ELK1",91,29,62,0,1
"MYB",364,33,331,0,1
"SMARCC1",59,42,17,0,1
"SRF",273,40,233,0,1
"TAF9",20,14,6,0,1
"GARS",38,37,1,0,1
"PIN1",57,41,16,0,1
"NEK2",15,10,5,0,1
"IKBKB",31,28,3,0,1
"RAF1",61,47,14,0,1
"TRIM28",41,40,1,0,1
"CHM",11,10,1,0,1
"CHMP1B",46,44,2,0,1
"CHMP2A",12,10,2,0,1
"MAPK8IP2",29,22,7,0,1
"TYROBP",7,5,2,0,1
"HGS",37,20,17,0,1
"CNKSR1",5,3,2,0,1
"CNKSR2",32,31,1,0,1
"MET",67,50,17,0,1
"IL6ST",118,114,4,0,1
"PTPRB",41,38,3,0,1
"CNTNAP2",26,24,2,0,1
"PPL",29,28,1,0,1
"KDR",52,31,21,0,1
"DCN",23,15,8,0,1
"IGFBP3",36,29,7,0,1
"COL2A1",8,6,2,0,1
"PXN",38,28,10,0,1
"XRN2",18,15,3,0,1
"MAPK14",90,78,12,0,1
"TRIM37",58,53,5,0,1
"CPE",52,47,5,0,1
"POLA2",47,43,4,0,1
"RPA1",33,20,13,0,1
"NUDT21",45,35,10,0,1
"PLSCR1",56,40,16,0,1
"WWP1",40,37,3,0,1
"EBF1",293,37,256,0,1
"ETS1",293,71,222,0,1
"MAFG",52,48,4,0,1
"PROX1",59,47,12,0,1
"SNIP1",54,50,4,0,1
"TCF12",310,26,284,0,1
"IRS2",45,40,5,0,1
"CRMP1",34,24,10,0,1
"EIF2S2",46,43,3,0,1
"INPP5D",17,9,8,0,1
"CSF2RB",20,9,11,0,1
"HNRNPK",53,43,10,0,1
"PPP1R8",22,16,6,0,1
"ERCC8",10,8,2,0,1
"LYST",25,22,3,0,1
"CTBP2",27,25,2,0,1
"POLR2B",24,23,1,0,1
"SNRNP70",23,20,3,0,1
"CTGF",51,49,2,0,1
"NOV",13,9,4,0,1
"RUVBL1",14,13,1,0,1
"ZFYVE9",33,28,5,0,1
"CTTN",25,23,2,0,1
"CUL9",8,6,2,0,1
"NCF4",5,4,1,0,1
"FMR1",41,39,2,0,1
"TRIM23",42,37,5,0,1
"HDAC1",38,30,8,0,1
"MED31",14,12,2,0,1
"MCM3",47,41,6,0,1
"MCM7",68,57,11,0,1
"HSPD1",49,43,6,0,1
"ILF3",40,39,1,0,1
"UBQLN4",49,28,21,0,1
"DLG1",39,17,22,0,1
"MAPK12",13,6,7,0,1
"DLG2",49,34,15,0,1
"FZD4",68,65,3,0,1
"NOS1",18,13,5,0,1
"YES1",69,64,5,0,1
"DLST",22,20,2,0,1
"GRIN2D",18,12,6,0,1
"FLII",14,12,2,0,1
"SOX8",16,11,5,0,1
"KRT8",21,15,6,0,1
"HMGCL",5,4,1,0,1
"NUDT3",105,94,11,0,1
"DNAJC3",35,32,3,0,1
"HSPA1B",39,38,1,0,1
"TRIM27",25,23,2,0,1
"PSEN1",49,34,15,0,1
"KIAA1279",30,26,4,0,1
"DPM2",21,20,1,0,1
"DPYSL2",41,40,1,0,1
"MPDZ",17,12,5,0,1
"NCK1",58,23,35,0,1
"KRT5",6,3,3,0,1
"DUSP23",13,8,5,0,1
"PRPF3",6,4,2,0,1
"PNN",31,26,5,0,1
"PARD3",45,39,6,0,1
"DYNLL2",75,73,2,0,1
"E2F6",377,35,342,0,1
"TFDP1",43,39,4,0,1
"E2F2",108,97,11,0,1
"E2F3",277,143,134,0,1
"PARD6A",11,5,6,0,1
"RHOG",23,19,4,0,1
"EDA",6,5,1,0,1
"EEF1A1",61,51,10,0,1
"EXOSC4",17,8,9,0,1
"EEF1D",48,43,5,0,1
"MVD",8,7,1,0,1
"EFNA1",45,44,1,0,1
"EFNA3",26,25,1,0,1
"PRSS23",31,28,3,0,1
"EFNA4",7,6,1,0,1
"MAP2K4",50,43,7,0,1
"RGS3",17,14,3,0,1
"HOMER1",43,35,8,0,1
"PTPN13",25,21,4,0,1
"SNRPD2",18,10,8,0,1
"ELN",25,23,2,0,1
"TES",56,52,4,0,1
"ING4",8,6,2,0,1
"SDC3",21,14,7,0,1
"SYNCRIP",105,104,1,0,1
"STAMBP",32,30,2,0,1
"HOOK2",11,9,2,0,1
"PKP4",27,26,1,0,1
"PIK3CB",52,44,8,0,1
"RFX4",9,8,1,0,1
"THRA",92,87,5,0,1
"PSMC5",18,16,2,0,1
"ETF1",34,33,1,0,1
"EXOSC10",16,10,6,0,1
"F10",11,8,3,0,1
"TJP1",60,53,7,0,1
"F2R",38,32,6,0,1
"ITGAV",43,34,9,0,1
"F2RL2",34,31,3,0,1
"RABAC1",47,34,13,0,1
"RAP1A",57,44,13,0,1
"PRMT1",23,15,8,0,1
"TNFRSF1A",30,15,15,0,1
"FCER1G",8,4,4,0,1
"ZAP70",30,5,25,0,1
"FGFR1",48,45,3,0,1
"SYT1",46,42,4,0,1
"RPS6KA3",112,102,10,0,1
"FIGF",5,3,2,0,1
"GATA1",425,5,420,0,1
"RAC1",62,51,11,0,1
"TTN",12,8,4,0,1
"SHBG",4,2,2,0,1
"FLOT2",19,18,1,0,1
"VHL",44,38,6,0,1
"SYNJ1",33,27,6,0,1
"PPARG",143,19,124,0,1
"NR1H3",51,11,40,0,1
"SAA1",9,6,3,0,1
"MPHOSPH6",13,10,3,0,1
"TAF10",19,10,9,0,1
"SLC35E1",29,27,2,0,1
"TNNT1",10,6,4,0,1
"GIPC1",30,22,8,0,1
"SFRP1",19,18,1,0,1
"RYK",22,21,1,0,1
"WNT1",20,19,1,0,1
"GABARAP",20,14,6,0,1
"SH3GL3",12,1,11,0,1
"PPP3CA",38,31,7,0,1
"TRAK2",32,30,2,0,1
"GNAQ",64,52,12,0,1
"IARS",31,30,1,0,1
"MBD3",383,38,345,0,1
"NCAM1",24,19,5,0,1
"S100A1",6,4,2,0,1
"RET",29,19,10,0,1
"GGA1",36,31,5,0,1
"GGA2",44,37,7,0,1
"GHRL",3,1,2,0,1
"RGS19",22,14,8,0,1
"ZIC1",11,8,3,0,1
"NUDT18",25,19,6,0,1
"PLEKHF2",44,42,2,0,1
"HTR2A",33,25,8,0,1
"TRPC3",24,18,6,0,1
"GNA15",3,1,2,0,1
"RIC8A",27,25,2,0,1
"GNAI3",41,35,6,0,1
"PLCB1",26,22,4,0,1
"RGS4",21,20,1,0,1
"GOLGA2",36,30,6,0,1
"STX6",66,63,3,0,1
"IGF2",67,61,6,0,1
"LRSAM1",16,11,5,0,1
"STUB1",17,6,11,0,1
"HDAC3",14,12,2,0,1
"GRASP",8,6,2,0,1
"USP8",30,28,2,0,1
"GRIK3",59,58,1,0,1
"GRK6",30,26,4,0,1
"TUBA1B",46,45,1,0,1
"SGK1",56,54,2,0,1
"KIF5B",71,69,2,0,1
"TAF1C",10,7,3,0,1
"HAND2",71,33,38,0,1
