37,46,72,70,76,73,74,48,89,52,47,77,23,18,71,24,69,29,57,55,53,56,62,49,25,58,22,1,4,68,99,8,43,60,54,10,81,75,16,3,63,28,50,85,2,98,86,66,96,5,7,95,9,94,67,51,64,59,82,30,92,12,84,93,78,44,38,19,45,83,61,26,88,42,31,41,91,79,100,34,33,27,35,17,65,36,97,39,40,6,87,11,90,15,13,32,14,21,80,20,37,46
5,85,15,11,13,6,7,38,14,87,84,39,3,12,88,20,19,25,8,10,64,2,58,99,22,86,44,43,31,63,16,95,75,46,98,68,66,24,51,4,96,47,29,37,94,28,30,48,67,18,81,53,92,54,74,9,93,71,79,62,45,83,78,89,26,52,21,42,76,41,57,72,91,69,100,34,33,27,35,65,23,50,59,36,49,97,40,60,90,77,17,55,61,1,32,70,80,82,56,73,5,85
5,46,37,15,72,70,76,13,74,73,6,48,89,7,52,47,14,77,23,71,24,69,29,57,55,53,56,62,12,49,25,20,58,3,19,1,4,11,99,22,43,60,54,10,81,75,68,16,63,28,50,2,85,98,86,66,96,51,95,94,67,8,64,59,82,30,18,92,84,93,78,44,9,38,45,83,61,26,88,21,42,31,41,91,79,100,34,33,27,65,35,17,36,97,39,40,87,90,32,80,5,46
46,85,37,72,70,76,13,74,73,48,89,38,25,52,47,9,77,23,87,18,84,71,39,24,69,29,57,55,53,56,62,12,49,17,88,22,1,11,4,99,86,8,43,60,54,10,81,75,68,16,3,63,28,50,2,98,66,96,51,5,7,95,94,67,64,59,82,30,58,92,93,78,44,19,45,83,61,26,42,31,41,91,79,100,34,33,27,65,35,36,97,40,6,90,15,32,14,21,80,20,46,85
37,63,72,70,76,80,73,74,61,89,78,77,23,79,71,24,59,69,29,60,62,48,25,20,1,68,99,8,43,4,47,3,28,85,2,75,46,98,86,66,96,5,31,95,64,7,10,94,67,19,51,22,30,44,58,81,53,16,92,54,18,12,84,93,38,17,45,83,26,88,52,42,57,41,91,100,34,33,27,35,65,36,49,97,39,40,6,87,11,90,50,55,15,13,32,14,21,82,56,9,37,63
46,63,37,72,70,76,80,74,73,48,89,52,47,78,77,23,79,18,71,24,69,29,57,55,53,56,62,61,49,59,25,20,58,22,1,4,99,8,43,54,10,81,68,16,3,28,50,60,85,2,75,98,86,66,96,5,7,95,9,94,19,51,67,64,82,30,92,12,84,93,44,38,45,83,26,88,42,31,41,91,100,34,33,27,65,35,17,36,97,39,40,6,87,11,90,15,13,32,14,21,46,63
64,93,95,94,28,99,43,63,85,46,98,75,68,66,86,24,51,96,5,62,31,3,10,7,22,47,29,25,44,30,48,37,58,4,67,81,53,16,92,54,18,12,74,84,71,78,38,17,19,45,83,89,26,88,52,42,76,41,79,57,72,91,100,69,34,23,33,27,35,65,36,49,97,59,39,2,40,6,87,11,90,1,77,55,61,15,60,50,13,8,32,14,70,80,21,20,82,56,9,73,64,93
37,44,63,72,70,76,80,73,74,89,61,77,23,79,78,71,24,59,69,29,64,60,48,25,20,31,1,68,99,62,8,95,43,50,4,47,3,85,2,75,46,98,86,66,96,5,7,67,19,51,22,30,58,81,53,16,92,54,18,12,84,93,38,17,45,83,28,26,88,52,42,57,41,91,100,34,33,27,35,65,36,49,97,39,10,40,6,87,11,90,55,15,94,13,32,14,21,82,56,9,37,44
1,5,15,13,6,7,14,3,4,12,17,20,19,16,8,2,11,10,64,99,22,44,43,31,63,18,95,85,75,46,98,68,86,66,24,51,96,47,29,25,37,94,28,30,48,58,67,81,53,92,54,74,84,93,71,79,38,62,45,83,78,89,26,88,52,21,42,76,41,57,72,91,69,100,34,33,27,35,65,23,50,59,36,49,9,97,39,40,87,60,90,77,55,61,32,70,80,82,56,73,1,5
82,99,81,64,43,54,63,85,46,95,98,75,68,66,86,24,51,96,5,62,31,3,28,10,7,94,22,47,29,25,44,30,48,37,58,4,67,55,53,16,92,18,12,74,84,71,93,78,38,17,19,45,83,89,26,88,52,42,76,41,79,57,72,91,100,69,34,23,33,27,35,65,36,49,97,59,39,2,40,6,87,11,90,1,77,61,15,60,50,13,8,32,14,70,80,21,20,56,9,73,82,99
