13,72,71,100,87,99,93,38,59,74,33,15,7,68,95,96,89,17,94,37,26,81,5,3,78,44,56,63,69,27,80,64,24,76,88,2,47,82,50,18,77,20,8,34,28,65,54,48,22,1,43,21,31,75,83,66,36,85,23,79,51,9,73,97,4,86,14,6,32,49,39,52,19,92,55,41,60,98,11,62,29,90,35,10,25,57,40,16,46,53,12,42,45,70,61,84,67,58,91,30,13,72
13,79,90,87,38,63,24,80,14,15,88,20,8,54,26,21,100,43,78,83,22,36,3,96,85,75,9,64,37,86,52,33,73,81,39,56,92,32,62,55,27,72,23,71,41,60,25,6,98,11,30,18,1,19,2,7,94,95,10,66,16,76,40,69,46,93,74,48,49,77,12,97,59,35,4,29,65,47,5,89,51,42,34,84,45,17,70,82,44,67,31,57,58,61,91,99,53,28,50,68,13,79
72,79,71,90,100,87,99,93,38,59,74,33,7,68,95,15,96,17,94,37,26,81,5,78,44,56,63,69,27,80,64,24,76,88,2,47,82,50,77,21,34,28,65,8,54,48,14,22,1,43,31,20,75,83,66,36,73,85,23,51,9,97,4,19,86,3,6,32,49,13,39,52,92,62,55,41,60,98,11,29,35,10,18,25,57,40,16,46,53,12,89,42,45,70,61,84,67,58,91,30,72,79
13,22,87,93,38,59,33,7,95,96,89,17,94,26,44,56,63,5,27,80,64,24,14,88,15,20,75,18,8,78,34,28,54,100,43,48,69,31,83,36,85,37,3,9,97,86,52,81,32,39,92,55,72,23,71,41,60,6,98,62,11,73,19,1,29,90,35,2,10,66,16,76,25,57,40,46,74,12,77,49,4,65,47,51,42,45,21,84,61,79,70,82,67,58,91,99,50,53,30,68,13,22
8,13,87,6,89,38,3,1,63,24,14,15,88,2,4,20,77,26,54,100,43,78,83,82,22,36,96,23,85,75,9,64,37,86,52,33,39,56,92,32,55,27,72,71,41,60,25,30,98,11,18,73,19,5,90,7,94,95,10,49,66,16,76,40,69,46,93,74,48,12,97,59,35,80,29,65,81,47,51,42,34,21,84,45,79,17,70,44,67,31,57,58,61,91,99,53,62,28,50,68,8,13
27,64,93,96,33,95,7,94,17,5,56,44,88,28,34,31,100,43,54,69,83,37,3,97,9,52,24,87,86,81,32,39,92,55,72,18,71,25,41,36,60,98,6,26,11,19,73,62,1,29,22,90,85,15,35,2,20,10,66,14,76,57,13,40,46,74,78,4,48,49,16,63,12,75,65,47,51,42,45,8,89,82,21,84,61,79,70,59,67,38,58,91,80,99,23,50,53,77,30,68,27,64
22,79,90,87,93,33,95,7,96,94,17,56,63,27,44,5,38,64,24,88,80,21,34,28,54,100,43,69,31,83,36,85,37,3,9,97,86,52,73,26,81,32,39,78,92,62,55,72,71,25,41,60,75,98,6,11,18,1,29,19,35,2,20,10,66,14,76,57,13,40,59,46,74,12,4,49,16,65,15,89,47,51,42,45,8,82,84,61,70,67,23,58,91,99,50,53,77,48,30,68,22,79
17,64,44,93,96,33,7,95,94,5,56,27,88,34,28,31,100,43,54,69,83,37,3,9,97,52,24,87,86,81,32,39,92,62,55,72,18,71,25,41,36,60,98,6,26,11,19,73,1,29,22,90,85,15,35,2,20,10,66,14,76,57,13,40,46,74,78,4,48,49,16,63,12,75,65,47,51,42,8,45,89,82,21,84,61,79,70,59,67,38,58,80,91,99,50,23,53,77,30,68,17,64
13,74,72,18,15,14,24,88,51,52,20,8,73,65,16,69,100,43,83,19,3,96,9,37,64,53,33,55,81,39,92,21,32,66,27,56,26,41,25,60,71,54,98,6,11,63,1,86,23,90,85,7,95,10,94,78,76,22,80,40,46,47,93,70,67,48,77,49,2,4,87,36,38,35,75,29,5,97,42,82,84,45,79,34,44,31,12,89,17,58,91,61,57,99,68,62,30,50,59,28,13,74
13,51,87,89,38,63,24,80,14,15,88,26,20,8,54,18,78,100,43,83,22,36,3,75,96,85,9,64,37,86,33,81,39,52,56,92,32,55,27,72,23,71,41,60,25,6,98,30,11,73,1,90,2,7,94,95,10,66,16,76,40,48,69,59,46,93,74,53,97,49,77,12,35,4,29,65,47,5,42,34,21,84,45,79,17,70,82,44,67,31,57,58,61,91,99,62,28,19,50,68,13,51
8,72,71,100,87,99,93,38,59,74,77,33,7,68,95,15,96,89,17,94,37,26,3,78,44,81,56,63,69,27,5,64,24,76,88,47,82,50,2,20,34,28,65,54,48,14,22,43,21,31,75,83,66,36,85,23,79,51,9,73,97,86,32,13,39,52,19,92,55,41,60,98,1,6,11,62,29,90,35,10,80,18,25,57,40,16,46,4,53,12,42,45,70,61,84,67,58,91,30,49,8,72
4,71,100,87,99,93,38,59,74,33,7,95,15,96,89,17,94,37,81,26,5,78,3,44,56,63,69,27,80,64,76,24,88,47,2,82,50,68,77,18,72,49,34,28,8,54,79,48,14,65,22,1,43,31,73,20,75,83,36,66,85,21,51,19,9,97,86,6,32,13,39,52,92,55,41,60,98,11,29,90,35,62,10,25,57,40,16,46,53,12,42,45,70,61,84,67,23,58,91,30,4,71
64,74,93,96,95,33,88,94,7,17,72,19,56,86,5,22,27,69,51,85,36,52,18,8,13,73,34,24,65,80,54,31,100,43,25,3,83,37,23,15,16,26,28,9,97,53,32,44,1,39,92,21,12,81,55,66,20,41,60,71,78,98,77,11,6,29,90,4,35,10,76,2,57,40,63,82,87,46,47,48,38,70,67,42,45,89,84,61,79,49,75,62,59,58,91,99,68,50,30,14,64,74
51,79,90,24,88,21,100,43,83,3,96,9,64,37,26,25,19,33,73,81,86,39,52,92,32,62,55,27,72,71,41,56,60,98,6,11,63,54,1,78,7,2,87,15,13,95,10,66,94,36,76,18,22,85,40,14,46,74,48,93,53,69,8,23,49,38,4,35,16,65,29,12,97,5,47,89,42,84,45,82,31,70,34,44,20,75,67,58,80,91,77,61,17,99,57,30,28,59,50,68,51,79
51,72,71,100,87,99,93,38,59,74,33,7,68,95,15,96,89,17,94,37,26,81,5,78,3,44,56,63,69,27,80,64,24,76,88,2,47,82,50,77,18,34,28,65,8,54,48,14,22,1,43,21,31,20,75,83,66,36,85,23,79,9,73,97,4,86,6,32,49,13,39,52,92,19,55,41,60,98,11,62,29,90,35,10,25,57,40,16,46,53,12,42,45,70,61,84,67,58,91,30,51,72
45,71,100,87,99,93,38,59,74,33,7,95,15,96,89,17,94,37,26,81,5,78,3,44,56,63,69,27,80,64,76,24,88,47,2,82,68,48,77,18,72,34,28,8,54,79,14,50,65,22,1,43,31,73,20,75,83,36,66,85,21,51,19,9,97,4,86,6,32,49,13,39,52,92,55,41,60,98,11,29,90,35,62,10,25,57,40,16,46,53,12,42,70,61,84,67,23,58,91,30,45,71
38,79,90,24,88,21,100,43,83,3,96,9,64,37,26,25,52,33,73,81,86,39,92,32,62,55,27,72,71,41,56,60,98,6,11,63,54,18,78,1,7,2,87,15,19,13,95,10,66,94,36,76,22,85,40,14,46,74,48,93,69,8,23,49,4,35,16,97,65,29,12,5,47,89,51,42,84,45,82,31,70,34,44,20,75,67,58,91,77,61,17,99,80,57,53,30,28,59,50,68,38,79
38,72,71,100,87,99,93,74,33,7,68,95,15,96,17,94,37,81,5,3,44,78,56,69,27,64,24,76,88,2,47,82,50,77,75,18,26,34,28,65,8,54,14,22,1,43,21,31,20,83,66,36,85,23,79,51,9,73,97,4,86,6,59,32,49,13,39,52,19,92,55,41,60,98,11,62,29,90,35,10,25,57,40,16,63,80,46,53,12,48,89,42,45,70,61,84,67,58,91,30,38,72
29,72,71,100,87,99,93,59,38,74,33,7,68,95,15,96,89,17,94,37,26,81,5,56,78,3,44,63,69,27,80,64,24,76,88,2,47,82,50,77,18,34,28,65,8,48,54,22,14,1,43,21,20,31,75,83,66,36,85,23,79,51,9,73,97,4,86,6,32,13,49,39,52,19,92,55,41,60,98,11,62,90,57,35,10,25,40,16,46,53,12,61,42,45,70,84,67,58,91,30,29,72
