13,72,78,38,94,59,71,89,3,99,95,100,74,81,63,50,68,87,37,88,65,24,97,90,20,64,5,21,17,80,93,46,39,47,33,25,26,49,27,56,15,76,51,66,34,85,36,10,44,14,98,31,52,29,6,79,19,55,2,96,22,7,1,53,69,12,77,54,83,4,70,82,35,16,11,40,32,73,23,48,18,60,42,86,92,67,84,91,45,43,62,41,75,57,28,61,58,8,9,30,13,72
13,79,90,56,87,19,98,33,77,92,14,27,63,89,73,36,96,78,86,38,28,15,24,3,85,59,83,80,17,60,7,99,88,22,9,47,74,20,6,49,66,21,29,95,64,44,8,100,5,31,76,65,1,10,68,34,51,69,71,25,72,46,57,53,75,41,37,91,18,39,43,97,23,11,48,62,45,70,93,61,52,35,94,82,30,42,84,32,16,40,58,4,81,12,50,55,67,54,2,26,13,79
72,79,90,93,26,33,37,7,15,95,78,17,99,39,71,82,1,74,44,96,97,100,73,2,52,5,69,88,48,38,60,87,64,41,23,49,4,68,19,56,76,59,24,94,25,54,40,28,8,32,51,18,92,47,50,66,43,89,75,21,12,31,91,29,14,6,63,10,22,81,77,13,65,34,53,80,35,20,57,83,36,84,98,55,62,16,3,67,45,27,30,58,42,70,46,11,85,86,9,61,72,79
13,22,87,33,38,89,95,93,56,59,17,85,94,71,78,26,37,24,99,36,74,100,96,5,64,7,63,44,80,15,72,20,86,51,68,65,81,27,2,19,21,76,50,28,8,48,31,34,54,47,69,82,55,3,25,66,79,52,29,88,16,53,98,70,18,10,57,6,12,60,9,23,1,97,14,46,49,41,62,4,92,77,35,42,84,43,30,61,90,67,75,83,91,45,40,32,73,58,11,39,13,22
8,13,6,87,80,90,46,2,1,3,89,63,22,25,15,36,85,49,60,32,9,26,20,53,86,38,92,23,78,82,4,79,83,52,35,56,14,43,41,75,34,69,77,24,68,74,54,5,44,18,33,10,100,81,99,72,95,62,84,31,29,96,94,73,70,47,21,50,76,7,19,98,12,37,71,97,93,48,64,61,27,51,11,39,91,66,40,67,57,17,55,88,42,59,45,65,16,28,58,30,8,13
27,64,33,93,94,95,87,56,71,96,5,59,26,7,38,17,89,99,44,74,63,37,15,78,31,81,68,69,3,28,24,72,34,85,100,65,77,76,47,48,97,86,80,2,14,36,66,35,8,50,23,22,10,1,13,25,54,43,82,21,19,90,20,16,32,52,75,6,60,91,49,18,39,9,29,92,62,83,98,51,57,4,58,73,55,45,41,88,12,70,61,11,46,79,40,84,30,42,53,67,27,64
22,79,78,87,90,98,99,3,19,74,100,15,14,56,36,86,37,77,85,92,71,24,68,47,73,50,81,6,26,94,82,21,25,93,95,76,69,23,46,32,2,59,52,80,43,83,41,1,5,18,28,91,38,35,9,64,53,63,27,72,11,54,8,75,17,44,7,12,66,89,40,96,97,57,48,4,34,29,16,31,49,10,33,55,13,62,51,60,84,20,88,67,61,70,58,45,30,42,65,39,22,79
17,64,33,93,95,87,7,94,96,5,37,38,26,71,44,89,59,56,99,74,15,63,78,27,100,68,80,24,34,31,69,76,81,28,72,20,82,2,22,36,50,47,54,3,65,1,48,85,77,8,13,66,97,51,14,21,52,6,18,23,25,4,75,79,49,86,73,62,29,53,35,43,91,92,16,83,19,57,55,60,10,90,12,46,41,61,40,45,11,88,58,39,42,9,70,32,67,98,84,30,17,64
13,74,25,56,38,78,50,60,20,46,33,59,77,88,6,51,95,19,89,41,43,94,32,17,52,71,37,49,23,87,10,1,21,63,31,96,35,72,90,9,3,64,14,26,44,29,27,2,48,55,79,36,85,65,5,81,4,100,82,93,70,11,91,98,75,24,7,68,86,28,57,12,99,22,18,62,42,73,40,47,15,97,61,80,39,30,66,53,92,45,76,84,67,54,8,69,16,83,34,58,13,74
13,51,71,95,59,100,37,38,99,93,78,17,74,26,33,72,7,94,5,68,3,64,56,96,44,15,50,81,60,2,89,76,82,79,88,46,47,63,25,65,20,87,43,69,21,9,31,27,32,90,75,80,54,39,66,48,14,1,19,6,49,28,53,4,23,62,29,24,70,91,34,41,35,55,18,16,86,40,8,92,84,57,77,97,22,83,98,61,12,45,85,30,73,58,67,11,10,42,52,36,13,51
8,72,87,33,26,93,56,7,2,89,38,96,17,1,6,95,15,71,37,90,82,5,39,80,59,99,44,63,52,74,28,64,4,48,97,3,49,36,85,83,68,27,86,54,100,60,31,98,46,76,51,94,78,22,40,18,14,69,53,73,81,50,12,19,13,41,57,88,91,34,23,92,77,10,25,66,29,55,35,11,43,62,79,30,75,9,20,47,65,67,70,16,32,42,84,24,61,58,21,45,8,72
4,71,93,95,99,33,59,37,7,74,26,38,100,87,17,5,78,15,68,64,89,94,81,82,2,44,96,80,76,72,63,1,6,69,50,47,77,27,8,65,14,66,24,49,54,48,31,51,28,52,97,3,56,18,36,21,22,13,34,53,75,20,62,16,79,85,60,98,19,86,88,12,41,9,73,35,90,11,25,92,57,83,91,23,39,29,61,84,55,40,67,32,45,42,43,46,10,58,70,30,4,71
64,74,3,96,94,86,6,77,16,93,55,43,90,56,23,59,71,31,65,98,80,37,97,87,10,19,53,92,20,95,72,47,35,49,48,82,24,28,100,41,5,15,76,91,9,73,85,81,36,69,7,62,26,44,39,88,78,12,99,27,22,33,51,38,8,14,58,84,89,68,63,70,17,4,60,83,57,25,18,1,54,34,2,50,21,32,13,67,46,61,11,75,52,30,29,79,40,45,66,42,64,74
51,79,78,90,98,15,99,19,74,94,77,93,21,73,14,3,47,81,69,23,68,92,100,50,6,25,37,26,71,95,38,9,33,82,56,76,5,36,18,52,87,24,41,60,11,10,89,59,32,54,20,44,66,48,64,88,17,86,46,12,22,39,35,31,7,83,97,2,1,53,80,85,91,16,57,65,49,34,84,28,4,29,8,58,96,42,13,55,43,40,62,70,61,27,63,75,67,45,30,72,51,79
51,72,3,100,24,52,97,88,99,59,65,74,33,94,90,68,71,66,39,14,37,80,38,83,78,81,55,22,47,98,63,49,21,76,23,95,36,16,28,13,77,85,50,41,1,34,64,79,7,25,53,32,48,19,40,73,29,15,92,89,60,6,20,82,56,70,5,43,8,4,46,9,96,18,75,87,2,27,10,67,69,57,17,86,26,11,30,58,62,44,61,84,93,54,45,91,42,31,35,12,51,72
45,71,33,93,95,99,59,26,74,17,38,87,37,100,64,94,5,15,78,7,68,89,96,44,72,81,76,63,27,82,80,50,2,69,56,24,66,77,1,47,28,65,31,8,14,20,34,54,48,3,36,6,13,85,52,18,21,51,60,4,53,22,23,97,83,79,86,88,73,90,49,62,11,16,75,19,35,41,98,92,40,91,55,29,12,10,46,70,9,32,58,61,25,42,57,67,43,30,84,39,45,71
38,79,78,99,74,37,15,100,71,95,93,68,94,59,3,26,17,90,5,33,81,76,50,77,64,7,21,47,14,72,82,44,69,98,2,87,73,20,43,19,51,92,65,54,6,1,96,13,18,53,75,31,24,48,41,23,85,80,52,34,83,97,8,55,4,25,22,16,56,46,49,27,40,35,32,91,36,88,11,63,70,62,10,9,45,89,28,86,67,29,42,66,58,84,61,30,12,57,60,39,38,79
38,72,33,7,93,39,26,97,87,96,17,56,1,60,95,90,52,98,88,82,44,37,28,4,15,3,49,5,2,83,71,8,48,24,69,64,40,41,65,54,73,14,12,6,99,66,21,55,27,10,59,32,75,18,23,43,29,9,89,77,57,74,46,81,76,31,22,34,92,100,11,16,51,68,67,62,47,86,70,84,63,85,19,36,25,80,53,30,42,79,35,45,78,94,91,58,61,50,13,20,38,72
29,72,97,39,3,90,52,26,98,88,7,1,94,4,77,33,54,87,82,49,96,2,41,71,23,34,60,93,48,32,24,89,12,65,14,81,8,55,25,38,73,37,40,44,83,21,9,80,10,78,6,28,17,15,85,95,47,5,18,11,79,46,56,51,99,69,75,36,67,20,66,43,42,35,68,76,22,59,30,64,84,100,27,86,70,45,74,19,50,62,13,63,61,31,58,16,53,57,92,91,29,72
26,74,89,63,87,38,17,85,93,33,80,96,54,90,69,95,7,94,64,24,52,5,27,36,78,8,39,14,98,9,86,22,75,3,37,31,82,21,19,66,72,50,10,100,48,51,18,12,15,46,44,56,41,28,16,99,59,81,20,97,60,34,79,68,2,29,49,62,40,55,6,25,47,13,83,77,73,45,88,23,32,76,92,11,70,35,30,67,91,84,57,1,65,43,58,61,71,42,4,53,26,74
