6,54,78,99,95,81,35,93,94,89,100,41
40,41,61,46,77,63,39,27,10,60,59,18
21,40,63,71,98,58,59,2,27,10,62,80
53,54,68,67,99,81,66,89,100,36,52,12
49,54,99,46,81,51,89,100,85,52,9,86
49,53,68,67,46,51,66,36,9,33,37,39
40,53,68,63,67,66,36,12,37,33,50,64
9,53,68,67,64,12,38,91,89,36,18,33
48,71,49,52,75,68,46,13,62,15,45,29
38,41,46,77,60,89,18,39,62,40,61,27
37,79,26,24,72,25,46,68,62,45,29,59
34,65,57,16,27,8,46,17,68,62,45,29
34,55,27,36,46,68,62,45,33,72,29,24
33,58,27,36,35,46,68,62,45,72,29,24
32,79,26,24,25,46,68,72,62,45,29,59
23,71,81,80,82,46,75,68,62,45,29,24
11,49,46,38,91,89,18,9,51,39,62,40
11,48,49,52,68,35,46,13,62,15,45,47
6,65,68,19,29,57,53,89,32,33,37,36
6,41,68,19,29,46,77,53,89,60,32,33
